p_id,trial,time_in_s,boundary,piece
P41,1,131.17,26,1
P41,1,135.37,27,1
P41,1,142.77,28,1
P41,1,149.61,29,1
P41,1,160.37,30,1
P41,1,173.37,31,1
P41,1,179.01,32,1
P41,1,185.21,33,1
P41,1,193.01,34,1
P41,1,200.97,35,1
P41,1,210.13,36,1
P41,1,221.33,37,1
P41,1,236.37,38,1
P41,1,241.13,39,1
P41,1,245.89,40,1
P41,1,254.93,41,1
P41,1,263.61,42,1
P41,1,268.09,43,1
P41,1,274.01,44,1
P41,1,281.25,45,1
P41,1,289.09,46,1
P41,1,298.49,47,1
P41,1,303.57,48,1
P41,1,329.49,49,1
P41,2,2.41,1,1
P41,2,6.85,2,1
P41,2,12.73,3,1
P41,2,19.77,4,1
P41,2,20.85,5,1
P41,2,28.29,5,1
P41,2,38.61,6,1
P41,2,42.81,7,1
P41,2,50.37,8,1
P41,2,57.77,9,1
P41,2,69.69,10,1
P41,2,75.45,11,1
P41,2,85.57,12,1
P41,2,92.29,13,1
P41,2,106.25,14,1
P41,2,110.93,15,1
P41,2,113.21,16,1
P41,2,119.93,17,1
P41,2,122.09,17,1
P41,2,127.37,18,1
P41,2,131.21,19,1
P41,2,142.33,20,1
P41,2,149.57,21,1
P41,2,173.17,22,1
P41,2,185.33,23,1
P41,2,189.49,24,1
P41,2,193.25,25,1
P41,2,201.21,26,1
P41,2,222.25,27,1
P41,2,240.77,28,1
P41,2,245.93,29,1
P41,2,254.69,30,1
P41,2,267.25,31,1
P41,2,280.85,32,1
P41,2,284.65,33,1
P41,2,298.21,34,1
P41,3,3.33,1,2
P41,3,5.69,2,2
P41,3,8.01,3,2
P41,3,26.85,4,2
P41,3,31.53,5,2
P41,3,37.49,6,2
P41,3,46.93,7,2
P41,3,53.61,8,2
P41,3,60.05,9,2
P41,3,64.85,10,2
P41,3,72.89,11,2
P41,3,86.13,12,2
P41,3,93.41,13,2
P41,3,118.33,14,2
P41,3,125.21,15,2
P41,3,138.05,16,2
P41,3,150.33,17,2
P41,3,186.33,18,2
P41,3,209.01,19,2
P41,3,215.33,20,2
P41,3,219.21,21,2
P41,3,222.57,22,2
P41,3,230.17,23,2
P41,3,235.57,24,2
P41,3,268.05,25,2
P41,3,283.49,26,2
P41,3,292.13,27,2
P41,3,315.21,28,2
P41,3,317.21,29,2
P41,3,318.77,30,2
P41,3,320.41,31,2
P41,3,324.85,32,2
P41,3,326.41,33,2
P41,3,328.69,34,2
P41,3,329.81,35,2
P41,3,334.21,36,2
P41,3,335.97,37,2
P41,3,337.93,38,2
P41,3,339.49,39,2
P41,3,353.01,40,2
P41,3,359.73,41,2
P41,3,366.89,42,2
P41,3,383.93,43,2
P41,3,389.53,44,2
P41,3,422.93,45,2
P41,3,425.73,46,2
P41,4,5.97,1,2
P41,4,10.17,2,2
P41,4,26.65,3,2
P41,4,31.73,4,2
P41,4,37.69,5,2
P41,4,46.97,6,2
P41,4,52.89,7,2
P41,4,64.85,8,2
P41,4,72.49,9,2
P41,4,81.33,10,2
P41,4,86.21,11,2
P41,4,93.33,12,2
P41,4,103.45,13,2
P41,4,107.77,13,2
P41,4,110.73,14,2
P41,4,114.97,15,2
P41,4,119.05,16,2
P41,4,125.01,17,2
P41,4,137.85,18,2
P41,4,145.85,19,2
P41,4,150.57,19,2
P41,4,158.69,20,2
P41,4,185.89,21,2
P41,4,206.85,22,2
P41,4,214.17,23,2
P41,4,222.21,24,2
P41,4,230.05,25,2
P41,4,235.29,26,2
P41,4,267.29,27,2
P41,4,283.77,28,2
P41,4,293.17,29,2
P41,4,315.69,30,2
P41,4,317.53,31,2
P41,4,318.73,32,2
P41,4,320.41,33,2
P41,4,324.81,34,2
P41,4,326.37,35,2
P41,4,330.01,36,2
P41,4,334.29,37,2
P41,4,338.05,38,2
P41,4,341.05,39,2
P41,4,353.01,39,2
P41,4,359.73,40,2
P41,4,362.01,41,2
P41,4,368.97,42,2
P41,4,379.41,42,2
P41,4,389.69,43,2
P42,1,18.21,1,1
P42,1,37.93,2,1
P42,1,69.13,3,1
P42,1,87.61,4,1
P42,1,105.57,5,1
P42,1,126.77,6,1
P42,1,142.33,7,1
P42,1,176.41,8,1
P42,1,193.93,9,1
P42,1,223.01,10,1
P42,1,236.77,11,1
P42,1,246.21,12,1
P42,1,280.85,13,1
P42,1,298.93,14,1
P42,1,329.49,15,1
P42,2,16.81,1,1
P42,2,25.61,2,1
P42,2,38.29,3,1
P42,2,60.01,4,1
P42,2,69.77,5,1
P42,2,107.01,6,1
P42,2,127.05,7,1
P42,2,162.17,8,1
P42,2,178.33,9,1
P42,2,202.13,10,1
P42,2,213.69,11,1
P42,2,227.81,12,1
P42,2,245.77,13,1
P42,2,281.29,14,1
P42,2,298.81,15,1
P42,2,324.69,16,1
P42,3,26.25,1,2
P42,3,37.17,2,2
P42,3,67.93,3,2
P42,3,86.09,4,2
P42,3,110.17,5,2
P42,3,125.81,6,2
P42,3,138.29,7,2
P42,3,196.69,8,2
P42,3,232.93,9,2
P42,3,266.17,10,2
P42,3,284.81,11,2
P42,3,313.17,12,2
P42,3,352.93,13,2
P42,3,388.69,14,2
P42,3,425.73,15,2
P42,4,26.77,1,2
P42,4,39.45,2,2
P42,4,86.05,3,2
P42,4,112.69,4,2
P42,4,174.21,5,2
P42,4,196.41,6,2
P42,4,235.93,7,2
P42,4,252.93,8,2
P42,4,284.77,9,2
P42,4,315.13,10,2
P42,4,353.53,11,2
P42,4,388.97,12,2
P42,4,422.25,13,2
P43,1,2.65,1,1
P43,1,6.21,2,1
P43,1,12.61,3,1
P43,1,18.89,4,1
P43,1,27.13,5,1
P43,1,38.37,6,1
P43,1,41.77,7,1
P43,1,43.21,8,1
P43,1,50.53,9,1
P43,1,57.85,10,1
P43,1,66.73,11,1
P43,1,69.89,12,1
P43,1,75.41,13,1
P43,1,83.01,14,1
P43,1,91.81,15,1
P43,1,98.49,16,1
P43,1,103.09,17,1
P43,1,106.81,18,1
P43,1,112.85,19,1
P43,1,117.81,20,1
P43,1,119.41,21,1
P43,1,122.93,22,1
P43,1,126.53,23,1
P43,1,135.29,24,1
P43,1,142.65,25,1
P43,1,150.05,26,1
P43,1,157.17,27,1
P43,1,164.77,28,1
P43,1,178.85,29,1
P43,1,185.57,30,1
P43,1,192.73,31,1
P43,1,202.37,32,1
P43,1,209.53,33,1
P43,1,220.17,34,1
P43,1,240.53,35,1
P43,1,245.65,36,1
P43,1,255.09,37,1
P43,1,263.53,38,1
P43,1,267.21,39,1
P43,1,271.49,40,1
P43,1,278.65,41,1
P43,1,282.73,42,1
P43,1,298.25,43,1
P43,1,303.25,44,1
P43,1,318.61,45,1
P43,1,323.65,46,1
P43,1,329.49,47,1
P43,2,6.05,1,1
P43,2,12.61,2,1
P43,2,19.17,3,1
P43,2,38.45,4,1
P43,2,43.29,5,1
P43,2,57.89,6,1
P43,2,69.41,7,1
P43,2,107.93,8,1
P43,2,127.01,9,1
P43,2,163.13,10,1
P43,2,185.41,11,1
P43,2,194.09,12,1
P43,2,240.49,13,1
P43,2,245.89,14,1
P43,2,280.69,15,1
P43,2,301.61,16,1
P43,2,324.65,17,1
P43,3,26.41,1,2
P43,3,36.89,2,2
P43,3,64.53,3,2
P43,3,74.29,4,2
P43,3,86.05,5,2
P43,3,93.09,6,2
P43,3,110.17,7,2
P43,3,117.69,8,2
P43,3,125.09,9,2
P43,3,130.73,10,2
P43,3,138.13,11,2
P43,3,185.89,12,2
P43,3,201.25,13,2
P43,3,207.37,14,2
P43,3,214.61,15,2
P43,3,230.29,16,2
P43,3,242.69,17,2
P43,3,250.97,18,2
P43,3,267.73,19,2
P43,3,283.97,20,2
P43,3,291.97,21,2
P43,3,313.81,22,2
P43,3,324.65,23,2
P43,3,353.13,24,2
P43,3,359.93,25,2
P43,3,387.97,26,2
P43,3,425.73,27,2
P43,4,26.53,1,2
P43,4,38.33,2,2
P43,4,67.73,3,2
P43,4,86.73,4,2
P43,4,111.49,5,2
P43,4,118.85,6,2
P43,4,158.77,7,2
P43,4,185.77,8,2
P43,4,206.45,9,2
P43,4,235.29,10,2
P43,4,314.17,11,2
P43,4,353.09,12,2
